Scenario Log: A5_edge_anomaly
Architecture: edge_filtered   Protocol: mqtt
       27360.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       27810.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       27840.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       27870.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       27900.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       27930.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       28020.0  ANOMALY_FLAG            spot=446 rule=seq_integrity
       28200.0  ANOMALY_FLAG            spot=436 rule=seq_integrity
       28290.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       28290.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       28380.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       28410.0  ANOMALY_FLAG            spot=289 rule=rate_outlier
       28410.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       28440.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       28470.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       28500.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       28710.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       28740.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       28890.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       28890.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       28890.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       28920.0  ANOMALY_FLAG            spot=224 rule=rate_outlier
       28950.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       29100.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       29130.0  ANOMALY_FLAG            spot=39 rule=seq_integrity
       29160.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       29220.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       29370.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       29460.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       29520.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       29610.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       29850.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       29880.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       29970.0  ANOMALY_FLAG            spot=289 rule=rate_outlier
       29970.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       30000.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       30360.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       30360.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       30390.0  ANOMALY_FLAG            spot=442 rule=seq_integrity
       30480.0  ANOMALY_FLAG            spot=486 rule=seq_integrity
       30480.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       30660.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       30720.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       30750.0  ANOMALY_FLAG            spot=103 rule=seq_integrity
       30750.0  ANOMALY_FLAG            spot=285 rule=rate_outlier
       30900.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       30930.0  ANOMALY_FLAG            spot=180 rule=seq_integrity
       31020.0  ANOMALY_FLAG            spot=276 rule=seq_integrity
       31050.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       31110.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       31170.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       31200.0  ANOMALY_FLAG            spot=102 rule=seq_integrity
       31410.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       31440.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       31530.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       31650.0  ANOMALY_FLAG            spot=289 rule=rate_outlier
       31650.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       31770.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       31860.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       32010.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       32130.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       32250.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       32280.0  ANOMALY_FLAG            spot=263 rule=seq_integrity
       32280.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       32280.0  ANOMALY_FLAG            spot=319 rule=seq_integrity
       32310.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       32490.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       32490.0  ANOMALY_FLAG            spot=207 rule=seq_integrity
       32550.0  ANOMALY_FLAG            spot=214 rule=seq_integrity
       32670.0  ANOMALY_FLAG            spot=294 rule=seq_integrity
       32760.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       32820.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       33030.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       33120.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       33210.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       33390.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       33660.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       33660.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       33780.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       33810.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       33900.0  ANOMALY_FLAG            spot=19 rule=seq_integrity
       33960.0  QUARANTINE_ADD          spot=258 incidents=5 rules=['seq_integrity']
       33960.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       33960.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       34020.0  ANOMALY_FLAG            spot=487 rule=seq_integrity
       34110.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       34290.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       34320.0  ANOMALY_FLAG            spot=421 rule=seq_integrity
       34560.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       34800.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       34800.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       34830.0  ANOMALY_FLAG            spot=490 rule=rate_outlier
       34830.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       34980.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       35010.0  ANOMALY_FLAG            spot=103 rule=seq_integrity
       35010.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       35040.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       35070.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       35100.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       35130.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       35130.0  ANOMALY_FLAG            spot=285 rule=rate_outlier
       35190.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       35190.0  ANOMALY_FLAG            spot=403 rule=seq_integrity
       35280.0  ANOMALY_FLAG            spot=46 rule=seq_integrity
       35490.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       35520.0  ANOMALY_FLAG            spot=141 rule=seq_integrity
       35550.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       35670.0  ANOMALY_FLAG            spot=256 rule=seq_integrity
       35730.0  ANOMALY_FLAG            spot=309 rule=seq_integrity
       35790.0  ANOMALY_FLAG            spot=160 rule=seq_integrity
       36000.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       36030.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       36150.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       36420.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       36510.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       36510.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       36510.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       36540.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       36540.0  ANOMALY_FLAG            spot=387 rule=seq_integrity
       36720.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       36780.0  QUARANTINE_RELEASE      spot=42 reason=score recovered (5 clean ticks)
       36840.0  ANOMALY_FLAG            spot=272 rule=seq_integrity
       36870.0  ANOMALY_FLAG            spot=310 rule=seq_integrity
       36900.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       36990.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       36990.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       37050.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       37140.0  ANOMALY_FLAG            spot=72 rule=seq_integrity
       37170.0  ANOMALY_FLAG            spot=237 rule=seq_integrity
       37200.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       37320.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       37380.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       37410.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       37440.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       37530.0  ANOMALY_FLAG            spot=490 rule=rate_outlier
       37560.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       37560.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       37710.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       37860.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       37980.0  ANOMALY_FLAG            spot=328 rule=seq_integrity
       38010.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       38040.0  ANOMALY_FLAG            spot=244 rule=seq_integrity
       38130.0  ANOMALY_FLAG            spot=237 rule=seq_integrity
       38160.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       38430.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       38580.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       38610.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       38640.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       38700.0  ANOMALY_FLAG            spot=490 rule=rate_outlier
       38700.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       38880.0  ANOMALY_FLAG            spot=441 rule=seq_integrity
       39180.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       39330.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       39420.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       39510.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       39510.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       39750.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       39810.0  ANOMALY_FLAG            spot=150 rule=seq_integrity
       40020.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       40020.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       40020.0  ANOMALY_FLAG            spot=285 rule=rate_outlier
       40320.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       40410.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       40530.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       40590.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       40650.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       40800.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       40890.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       40920.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       41010.0  ANOMALY_FLAG            spot=106 rule=seq_integrity
       41010.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       41040.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       41160.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       41250.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       41310.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       41310.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       41310.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       41340.0  ANOMALY_FLAG            spot=285 rule=rate_outlier
       41490.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       41520.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       41670.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       41760.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       41910.0  ANOMALY_FLAG            spot=87 rule=seq_integrity
       41940.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       42060.0  ANOMALY_FLAG            spot=98 rule=seq_integrity
       42060.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       42150.0  QUARANTINE_ADD          spot=42 incidents=6 rules=['seq_integrity']
       42150.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       42180.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       42210.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       42210.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       42240.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       42390.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       42390.0  ANOMALY_FLAG            spot=5 rule=seq_integrity
       42510.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       42540.0  ANOMALY_FLAG            spot=64 rule=seq_integrity
       42720.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       42930.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       43020.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       43080.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       43590.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       43620.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       43710.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       43830.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       43920.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       44010.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       44130.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       44190.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       44190.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       44250.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       44400.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       44580.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       44610.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       44610.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       44880.0  ANOMALY_FLAG            spot=333 rule=seq_integrity
       44910.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       45360.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       45420.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       45510.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       45570.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       45630.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       45780.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       45810.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       45840.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       45990.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       46020.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       46050.0  ANOMALY_FLAG            spot=182 rule=seq_integrity
       46260.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       46380.0  ANOMALY_FLAG            spot=386 rule=seq_integrity
       46530.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       46530.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       46560.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       46890.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       46950.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       46980.0  ANOMALY_FLAG            spot=28 rule=seq_integrity
       47100.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       47130.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       47190.0  ANOMALY_FLAG            spot=224 rule=rate_outlier
       47190.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       47220.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       47280.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       47370.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       47370.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       47430.0  ANOMALY_FLAG            spot=490 rule=rate_outlier
       47430.0  ANOMALY_FLAG            spot=177 rule=seq_integrity
       47430.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       47520.0  ANOMALY_FLAG            spot=434 rule=seq_integrity
       47520.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       47580.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       47610.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       47700.0  ANOMALY_FLAG            spot=457 rule=seq_integrity
       47790.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       48000.0  ANOMALY_FLAG            spot=456 rule=seq_integrity
       48000.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       48060.0  ANOMALY_FLAG            spot=47 rule=seq_integrity
       48150.0  ANOMALY_FLAG            spot=90 rule=seq_integrity
       48300.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       48300.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       48480.0  QUARANTINE_RELEASE      spot=258 reason=score recovered (5 clean ticks)
       48630.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       48750.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       48840.0  ANOMALY_FLAG            spot=98 rule=seq_integrity
       48900.0  ANOMALY_FLAG            spot=27 rule=seq_integrity
       48930.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       49020.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       49080.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       49080.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       49110.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       49230.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       49230.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       49230.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       49260.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       49380.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       49440.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       49560.0  ANOMALY_FLAG            spot=182 rule=seq_integrity
       49710.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       49800.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       49830.0  ANOMALY_FLAG            spot=224 rule=rate_outlier
       49830.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       49920.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       50160.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       50430.0  ANOMALY_FLAG            spot=461 rule=stuck
       50490.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       50580.0  ANOMALY_FLAG            spot=490 rule=rate_outlier
       50580.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       50640.0  ANOMALY_FLAG            spot=335 rule=stuck
       50670.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       50760.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       50820.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       50850.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       50940.0  ANOMALY_FLAG            spot=443 rule=seq_integrity
       51030.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       51030.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       51060.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       51090.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       51120.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       51150.0  QUARANTINE_ADD          spot=461 incidents=5 rules=['stuck']
       51150.0  ANOMALY_FLAG            spot=301 rule=stuck
       51210.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       51270.0  ANOMALY_FLAG            spot=229 rule=stuck
       51360.0  QUARANTINE_ADD          spot=335 incidents=5 rules=['stuck']
       51390.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       51390.0  ANOMALY_FLAG            spot=71 rule=stuck
       51390.0  ANOMALY_FLAG            spot=382 rule=seq_integrity
       51450.0  ANOMALY_FLAG            spot=410 rule=stuck
       51480.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       51600.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       51630.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       51630.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       51780.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       51810.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       51870.0  QUARANTINE_ADD          spot=301 incidents=5 rules=['stuck']
       51960.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       51990.0  QUARANTINE_ADD          spot=229 incidents=5 rules=['stuck']
       52110.0  QUARANTINE_ADD          spot=71 incidents=5 rules=['stuck']
       52110.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       52170.0  QUARANTINE_ADD          spot=410 incidents=5 rules=['stuck']
       52230.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       52230.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       52290.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       52320.0  ANOMALY_FLAG            spot=54 rule=seq_integrity
       52350.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       52440.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       52470.0  ANOMALY_FLAG            spot=224 rule=rate_outlier
       52470.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       52500.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       52530.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       52560.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       52620.0  ANOMALY_FLAG            spot=289 rule=rate_outlier
       52620.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       52620.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       52710.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       52800.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       52830.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       52860.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       52980.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       52980.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       53040.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       53100.0  ANOMALY_FLAG            spot=230 rule=seq_integrity
       53130.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       53130.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       53280.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       53460.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       53730.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       53760.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       54060.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       54210.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       54330.0  ANOMALY_FLAG            spot=322 rule=rate_outlier
       54330.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       54420.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       54540.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       54570.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       54600.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       54600.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       54630.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       54690.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       54720.0  ANOMALY_FLAG            spot=289 rule=seq_integrity
       54780.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       54990.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       55140.0  ANOMALY_FLAG            spot=490 rule=rate_outlier
       55140.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       55140.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       55350.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       55380.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       55410.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       55710.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       55830.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       55890.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       55890.0  ANOMALY_FLAG            spot=470 rule=seq_integrity
       55890.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       55950.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       56010.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       56100.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       56130.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       56160.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       56220.0  ANOMALY_FLAG            spot=104 rule=rate_outlier
       56460.0  ANOMALY_FLAG            spot=258 rule=seq_integrity
       56460.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       56490.0  ANOMALY_FLAG            spot=322 rule=rate_outlier
       56490.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       56580.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       56640.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       56850.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       56880.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       56970.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       56970.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       57060.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       57090.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       57090.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       57120.0  ANOMALY_FLAG            spot=42 rule=seq_integrity
       57120.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       57150.0  ANOMALY_FLAG            spot=394 rule=seq_integrity
       57330.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       57360.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       57600.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       57870.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       58020.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       58080.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       58170.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       58200.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       58230.0  ANOMALY_FLAG            spot=376 rule=seq_integrity
       58290.0  ANOMALY_FLAG            spot=354 rule=seq_integrity
       58410.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       58440.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       58530.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       58620.0  ANOMALY_FLAG            spot=308 rule=seq_integrity
       58800.0  ANOMALY_FLAG            spot=322 rule=seq_integrity
       58980.0  ANOMALY_FLAG            spot=65 rule=seq_integrity
       59310.0  ANOMALY_FLAG            spot=164 rule=seq_integrity
       59430.0  ANOMALY_FLAG            spot=104 rule=seq_integrity
       59490.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       59640.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       59760.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       59910.0  ANOMALY_FLAG            spot=435 rule=seq_integrity
       60180.0  ANOMALY_FLAG            spot=224 rule=seq_integrity
       60240.0  ANOMALY_FLAG            spot=285 rule=seq_integrity
       60390.0  ANOMALY_FLAG            spot=176 rule=seq_integrity
       60450.0  ANOMALY_FLAG            spot=324 rule=seq_integrity
       60480.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
       60510.0  ANOMALY_FLAG            spot=490 rule=seq_integrity
       60660.0  ANOMALY_FLAG            spot=428 rule=seq_integrity
